"City","Country.Subdivision","Country","Starbucks"
"Gas City","IN","US",1
"Gastonia","NC","US",1
"Gaylord","MI","US",1
"Gdynia","PM","PL",1
"General Santos","01","PH",1
"Geneseo","NY","US",1
"Genting Highland","06","MY",1
"Genting Highland","07","MY",1
"Georgetown","KY","US",1
"Germantown","WI","US",1
"Gettysburg","PA","US",1
"Gibsonia","PA","US",1
"Gillette","NJ","US",1
"Gimhae","48","KR",1
"Gimpo","41","KR",1
"Gladstone","MO","US",1
"Gladstone","OR","US",1
"Glen Ridge","NJ","US",1
"Glen Rock","NJ","US",1
"Glencoe","IL","US",1
"Glendale","NY","US",1
"GLENDALE","CA","US",1
"Glendale Heights","IL","US",1
"Glenville","NY","US",1
"Gloucester","ON","CA",1
"Gold River","CA","US",1
"Golden Valley","MN","US",1
"Gonzales","LA","US",1
"GOODYEAR","AZ","US",1
"Goshen","IN","US",1
"Goshogawara","02","JP",1
"Gotemba","22","JP",1
"Gothenburg","O","SE",1
"Grafton","VA","US",1
"Grafton","WI","US",1
"Graham","WA","US",1
"Granbury","TX","US",1
"Granby","CO","US",1
"Granby","CT","US",1
"Grand Blanc","MI","US",1
"Grand Chute","WI","US",1
"Grand Island","NE","US",1
"Grand Rapids","MN","US",1
"Grandview","WA","US",1
"Grants Pass","OR","US",1
"Grayslake","IL","US",1
"Great Falls","VA","US",1
"Great Neck","NY","US",1
"Great Yarmouth","ENG","GB",1
"Green Valley","AZ","US",1
"Greenacres","FL","US",1
"Greenbrae","CA","US",1
"Greencastle","IN","US",1
"Greendale","WI","US",1
"Greenfield","IN","US",1
"Greenfield","WI","US",1
"Greenhithe","ENG","GB",1
"Greenhithie","ENG","GB",1
"Greenland","NH","US",1
"Greensburg","PA","US",1
"Greenvale","NY","US",1
"Greenville","TX","US",1
"Greenwood","SC","US",1
"Greer","SC","US",1
"Gretna","LA","US",1
"Gridley","CA","US",1
"Griffin","GA","US",1
"Groningen","GR","NL",1
"Grosse Ile","MI","US",1
"Grover Beach","CA","US",1
"Guanajuato","GUA","MX",1
"Guatemala City","GU","GT",1
"Guerneville","CA","US",1
"Guiguinto","03","PH",1
"Gulf Breeze","FL","US",1
"Gulf Shores","AL","US",1
"Gulfport","MS","US",1
"Gumi","47","KR",1
"Gunnison","CO","US",1
"Guri","41","KR",1
"Gustine","CA","US",1
"Gwacheon","41","KR",1
"Gwangmyeong","41","KR",1
"Gyeongju","47","KR",1
"Hachinohe","02","JP",1
"Hackensack","NJ","US",1
"Hadano","14","JP",1
"Haddonfield","NJ","US",1
"Hagerstown","MD","US",1
"Hailey","ID","US",1
"Hailsham","ENG","GB",1
"Hainesville","IL","US",1
"Hakodate","01","JP",1
"Hales Corners","WI","US",1
"Half Moon Bay","CA","US",1
"Hallandale Beach","FL","US",1
"Haltom City","TX","US",1
"Hamden","CT","US",1
"Hamilton","NJ","US",1
"Hamilton","OH","US",1
"HAMMERSMITH","ENG","GB",1
"Hammonton","NJ","US",1
"Hampsire","ENG","GB",1
"Hampton","ENG","GB",1
"Hampton Bays","NY","US",1
"Hanley, Stoke-on-Trent","ENG","GB",1
"Hannacroix","NY","US",1
"Hanover","NH","US",1
"Hanover Park","IL","US",1
"Hanyu","11","JP",1
"Harahan","LA","US",1
"Harper Woods","MI","US",1
"Harriman","TN","US",1
"Harrison","OH","US",1
"Harrow","ENG","GB",1
"Hartsdale","NY","US",1
"Harvey","LA","US",1
"Harwich","MA","US",1
"Hasbrouck Heights","NJ","US",1
"Hastings on Hudson","NY","US",1
"Hasuda","11","JP",1
"Hatsukaichi","34","JP",1
"Hatyai","90","TH",1
"Hauppauge","NY","US",1
"Haverton","PA","US",1
"Havertown","PA","US",1
"Hayama","14","JP",1
"Hayden","ID","US",1
"Hayes","ENG","GB",1
"Hays","KS","US",1
"Hazelwood","MO","US",1
"Hazmieh","BA","LB",1
"Heathrow","ENG","GB",1
"Heber City","UT","US",1
"Hengchun Township","PIF","TW",1
"Henrietta","NY","US",1
"Hermitage","PA","US",1
"Hertfordshire","ENG","GB",1
"Hertforshire","ENG","GB",1
"Hewlett","NY","US",1
"Hghlands Ranch","CO","US",1
"Hiawassee","GA","US",1
"Higashimatsuyama","11","JP",1
"Higashiosaka","27","JP",1
"Highland","CA","US",1
"Highland","IN","US",1
"Highland Heights","KY","US",1
"Highspire","PA","US",1
"Highwood","IL","US",1
"Higley","AZ","US",1
"Hilliard","OH","US",1
"Hillsboro","TX","US",1
"Hillsborough","NJ","US",1
"Hillsdale","NJ","US",1
"Hillside","IL","US",1
"Hilversum","NH","NL",1
"Hinesville","GA","US",1
"Hino","13","JP",1
"Hinton","AB","CA",1
"Hiratsuka","14","JP",1
"Hisai","24","JP",1
"Hitachinaka","08","JP",1
"Holladay","UT","US",1
"Holyoke","MA","US",1
"Homer","AK","US",1
"Homestead","FL","US",1
"Homewood","AL","US",1
"Hopewell","VA","US",1
"Hopkins","MN","US",1
"Hopkinsville","KY","US",1
"Hopkinton","MA","US",1
"Hot Springs","AR","US",1
"Houma","LA","US",1
"Howard Beach","NY","US",1
"Howell","MI","US",1
"Howell","NJ","US",1
"Hudson","OH","US",1
"Hudson","WI","US",1
"Hudsonville","MI","US",1
"Hull","GA","US",1
"Huntington","NY","US",1
"Huntington Station","NY","US",1
"Huntley","IL","US",1
"Hutchinson","KS","US",1
"Hyannis","MA","US",1
"Hyde","ENG","GB",1
"Ibaraki","27","JP",1
"Ichihara","12","JP",1
"Idaho Springs","CO","US",1
"Ikeda","27","JP",1
"Iksan","45","KR",1
"ILE PERROT","QC","CA",1
"Iloilo","PH","PH",1
"Imus","40","PH",1
"Inazawa","23","JP",1
"Incline Village","NV","US",1
"Independence","OH","US",1
"Indialantic","FL","US",1
"Indian Harbor Beach","FL","US",1
"Indian Trail","NC","US",1
"Indiana","PA","US",1
"Instanbul - Asya","34","TR",1
"Inver Grove Heights","MN","US",1
"Invercargill","N","NZ",1
"Iowa City","IA","US",1
"Ipswich","ENG","GB",1
"Irapuato","GUA","MX",1
"Irmo","SC","US",1
"Irondequoit","NY","US",1
"Irwin","PA","US",1
"Irwindale","CA","US",1
"Ise","24","JP",1
"Isehara","17","JP",1
"Iselin","NJ","US",1
"Isezaki","10","JP",1
"Ishigaki","47","JP",1
"Ishinomaki","04","JP",1
"Isla Vista","CA","US",1
"Island Park","NY","US",1
"Islip","NY","US",1
"Istanbul - Asya","34","TR",1
"Itami","28","JP",1
"Itasca","IL","US",1
"Iwata","22","JP",1
"Izmit","41","TR",1
"Jackson","MO","US",1
"Jackson","WY","US",1
"Jackson Heights","NY","US",1
"Jacksonville","AR","US",1
"Jacksonville","NC","US",1
"Jacksonville Beach","FL","US",1
"Jacksonville Mandarin","FL","US",1
"Jakarta Pusat","JK","ID",1
"jamaica","NY","US",1
"Jamestown","NC","US",1
"Jamestown","NY","US",1
"Jamison","PA","US",1
"Jasper","GA","US",1
"Jefferson","GA","US",1
"Jeiju","49","KR",1
"Jenison","MI","US",1
"Jenkintown","PA","US",1
"Jennings","MO","US",1
"Jericho","NY","US",1
"Jessup","MD","US",1
"Jim Thorpe","PA","US",1
"Johns Island","SC","US",1
"Johnston","IA","US",1
"Johnstown","CO","US",1
"Johnstown","PA","US",1
"Jonesborough","TN","US",1
"Junction City","KS","US",1
"Junction City","OR","US",1
"Kahoku","17","JP",1
"Kahului Airport","HI","US",1
"Kai","19","JP",1
"Kalispell","MT","US",1
"Kalithea","A1","GR",1
"Kamagaya","12","JP",1
"Kamuela","HI","US",1
"Kanagawa","14","JP",1
"Kannayao","10","TH",1
"Kansas City","KS","US",1
"Kapaa","HI","US",1
"Karawang","JK","ID",1
"Karlsruhe","BW","DE",1
"Kashihara","29","JP",1
"Kassel","HE","DE",1
"Kasuga","40","JP",1
"Kasukabe","11","JP",1
"Katu","83","TH",1
"KATY","TX","US",1
"Kawai","29","JP",1
"Kearney","NE","US",1
"Keesler AFB","MS","US",1
"Kendall","FL","US",1
"Kenilworth","ENG","GB",1
"Kenilworth","NJ","US",1
"kennebunk","ME","US",1
"Kennebunk","ME","US",1
"Kennett Square","PA","US",1
"Kenora","ON","CA",1
"Kensington","MD","US",1
"Kent","ENG","GB",1
"Kent","OH","US",1
"Kent,","WA","US",1
"Kentwood","MI","US",1
"Kerrville","TX","US",1
"Ketchikan","AK","US",1
"Ketchum","ID","US",1
"Kettering","OH","US",1
"Kettleman City","CA","US",1
"Kew Gardens","NY","US",1
"Key Biscayne","FL","US",1
"Key Largo","FL","US",1
"Key West","FL","US",1
"Keystone","CO","US",1
"Khannayao","10","TH",1
"Kidderminster","ENG","GB",1
"Kiel","SH","DE",1
"Kikuchi","43","JP",1
"KILBURN","ENG","GB",1
"Kildare","L","IE",1
"King City","CA","US",1
"Kings Beach","CA","US",1
"Kings Island","OH","US",1
"Kingsburg","CA","US",1
"Kingston","WA","US",1
"Kingston Upon Thames","ENG","GB",1
"Kingstowne","VA","US",1
"Kingsville","TX","US",1
"Kingwood","TX","US",1
"Kirkland","QC","CA",1
"Kirkwood","MO","US",1
"Kishiwada","27","JP",1
"Kitahiroshima","01","JP",1
"Kitakyushu","40","JP",1
"Kittery","ME","US",1
"Kitty Hawk","NC","US",1
"Kiyose","13","JP",1
"Kleinburg","ON","CA",1
"Klong-toey Nua","10","TH",1
"Klongklum","10","TH",1
"Klongsan","10","TH",1
"Klongtey","10","TH",1
"klongtoey","10","TH",1
"Knightdale","NC","US",1
"Koblenz","RP","DE",1
"Kocaeli","41","TR",1
"Kocaeli (Izmit)","41","TR",1
"Kodiak","AK","US",1
"Kofu","19","JP",1
"Koh Samui","84","TH",1
"Kokubunji","13","JP",1
"Koloa","HI","US",1
"Komtar","07","MY",1
"Kona","HI","US",1
"Konan","23","JP",1
"Konan-ku","15","JP",1
"Konya","42","TR",1
"Kowloon Bay","91","CN",1
"Kowloon Tong","91","CN",1
"Kratoo","83","TH",1
"Kuantan","06","MY",1
"Kuki","11","JP",1
"Kulaijaya","01","MY",1
"Kumiyama","26","JP",1
"Kunitachi","13","JP",1
"Kure","34","JP",1
"Kuta","BA","ID",1
"Kyotanabe","26","JP",1
"La Cresenta","CA","US",1
"La Grange","GA","US",1
"La Grange","IL","US",1
"La Libertad","LI","SV",1
"La Paz","BCS","MX",1
"LA VERNE","CA","US",1
"LACEY","WA","US",1
"Lacy Lakeview","TX","US",1
"Ladera Ranch","CA","US",1
"Ladprao","10","TH",1
"Ladue","MO","US",1
"Ladysmith","BC","CA",1
"Laguna Woods","CA","US",1
"Lake City","FL","US",1
"Lake Delton","WI","US",1
"Lake Forest","WA","US",1
"Lake Grove","NY","US",1
"Lake In The Hills","IL","US",1
"Lake Isabella","CA","US",1
"Lake Orion","MI","US",1
"Lake Park","FL","US",1
"Lake Placid","NY","US",1
"Lake Ridge","VA","US",1
"Lake St. Louis","MO","US",1
"Lake Wales","FL","US",1
"Lake Worth","FL","US",1
"Lake Worth","TX","US",1
"Lakeport","CA","US",1
"Lakeshore","ON","CA",1
"Lakeside","AZ","US",1
"Lakeside","CA","US",1
"Lakeway","TX","US",1
"Lakewood","NJ","US",1
"Lambertville","MI","US",1
"Lanarkshire","ENG","GB",1
"Lancashire","ENG","GB",1
"Land O Lake","FL","US",1
"Landrum","SC","US",1
"Lanesboro","MA","US",1
"Langely","BC","CA",1
"Langley Park","MD","US",1
"Lanham","MD","US",1
"Lanksi","12","TH",1
"Lansdale","PA","US",1
"Lansing","MI","US",1
"Lapeer","MI","US",1
"LaPorte","TX","US",1
"Lapu Lapu","07","PH",1
"Larbert","SCT","GB",1
"Larchmont","NY","US",1
"Lardprao","10","TH",1
"Larkfield","CA","US",1
"Larkspur","CA","US",1
"Larnaca","03","CY",1
"Las Pinas City","00","PH",1
"Laval","QC","CA",1
"Lawndale","CA","US",1
"Lawrence","IN","US",1
"Lawton","OK","US",1
"Leamington Spa","ENG","GB",1
"Leander","TX","US",1
"Leavenworth","KS","US",1
"Leavenworth","WA","US",1
"Lebanon","IN","US",1
"Lebanon","MO","US",1
"Lebanon","OH","US",1
"Lebanon","OR","US",1
"Lebec","CA","US",1
"Leduc","AB","CA",1
"Lee's Summit","MO","US",1
"Lehigh Valley","PA","US",1
"Leiden","ZH","NL",1
"Leipzig","SN","DE",1
"LEIPZIG","SN","DE",1
"Lemoore","CA","US",1
"Lenexa","KS","US",1
"LEONBERG","BW","DE",1
"Leverkusen","NW","DE",1
"Levis","QC","CA",1
"Lewis","OH","US",1
"Lewis Center","OH","US",1
"Lewiston","ID","US",1
"Liberty","MO","US",1
"Liberty","OH","US",1
"Liberty Lake","WA","US",1
"Liberty Township","OH","US",1
"Lilburn","GA","US",1
"Lima","OH","US",1
"Limassol","02","CY",1
"Limerick","PA","US",1
"Lincoln Park","MI","US",1
"Lincolnwood","IL","US",1
"Linden","NJ","US",1
"Lindsay","CA","US",1
"Lino Lakes","MN","US",1
"Linthicum Heights","MD","US",1
"Lionville","PA","US",1
"Lipa City","40","PH",1
"Lisbon","CT","US",1
"Lisle","IL","US",1
"Little falls","NY","US",1
"Little Ferry","NJ","US",1
"Little Neck","NY","US",1
"Little Rock,","AR","US",1
"Liverpool","NY","US",1
"Livingston","CA","US",1
"Livingston","NJ","US",1
"Livingston","SCT","GB",1
"Lloydminster","AB","CA",1
"Lock Haven","PA","US",1
"Logan","UT","US",1
"Logansport","IN","US",1
"Loma Linda","CA","US",1
"London","KY","US",1
"London Colney","ENG","GB",1
"Longmeadow","MA","US",1
"Longwood","FL","US",1
"Lookout Mountain","GA","US",1
"Loomis","CA","US",1
"Lorton","VA","US",1
"Los Alamitos","CA","US",1
"Los Alamos","NM","US",1
"Los Lunas","NM","US",1
"Los Mochis","SIN","MX",1
"Loveland","OH","US",1
"Lower Paxton","PA","US",1
"Ludwigsburg","BW","DE",1
"Lufkin","TX","US",1
"Luodong Township","ILA","TW",1
"Lusby","MD","US",1
"Lutz","FL","US",1
"Lynbrook","NY","US",1
"Lynden","WA","US",1
"LYNDEN","WA","US",1
"Lynn Haven","FL","US",1
"Lyons","IL","US",1
"MacClenny","FL","US",1
"Machesney Park","IL","US",1
"Mackinac Island","MI","US",1
"Madeira","OH","US",1
"Madison","CT","US",1
"Madison","NJ","US",1
"Madison","TN","US",1
"Madison Heights","MI","US",1
"Madras","OR","US",1
"Mahwah","NJ","US",1
"Maidstone","ENG","GB",1
"Maineville","OH","US",1
"Mainz","RP","DE",1
"Maitland","FL","US",1
"Majadahonda","MD","ES",1
"Malahide","L","IE",1
"Malay","06","PH",1
"Malmo","M","SE",1
"Malvern","PA","US",1
"Mamaroneck","NY","US",1
"Manahawkin","NJ","US",1
"Manalapan","NJ","US",1
"Manchester","MO","US",1
"Manchester","TN","US",1
"Mandaluyong City","00","PH",1
"Mandaue City","10","PH",1
"Manises","AN","ES",1
"Manitowoc","WI","US",1
"Mankato","MN","US",1
"MANNHEIM","BW","DE",1
"Manorville","NY","US",1
"Manzanillo","COL","MX",1
"Maple","ON","CA",1
"Marble Falls","TX","US",1
"Marblehead","MA","US",1
"Margate City","NJ","US",1
"Maricopa","AZ","US",1
"Marina del Rey","CA","US",1
"Marion","IA","US",1
"Marion","IN","US",1
"Marrero","LA","US",1
"Marseille","U","FR",1
"MARSEILLE","U","FR",1
"Marshalltown","IA","US",1
"Marshfield","MA","US",1
"Marshfield","WI","US",1
"Martinez","GA","US",1
"Martinsburg","WV","US",1
"Martinsville","IN","US",1
"Maryland Heights","MO","US",1
"Marysville","CA","US",1
"Marysville","MI","US",1
"Marysville","OH","US",1
"MARYSVILLE","WA","US",1
"Maryville","TN","US",1
"Masaki","38","JP",1
"Mason City","IA","US",1
"Matawan","NJ","US",1
"Matsudo","12","JP",1
"Matsue","32","JP",1
"Matsumoto","20","JP",1
"Matteson","IL","US",1
"Mattituck","NY","US",1
"Matto","17","JP",1
"Maumelle","AR","US",1
"Mays Landing","NJ","US",1
"Mazatlan","SIN","MX",1
"McChord AFB","WA","US",1
"McKinleyville","CA","US",1
"Mecca","CA","US",1
"Mechanicsburg","PA","US",1
"Medepec","MX","MX",1
"Medford","NJ","US",1
"Media","PA","US",1
"Medina","MN","US",1
"Medway","MA","US",1
"Meerkerk","ZH","NL",1
"Meiwa","24","JP",1
"Melbourne Village","FL","US",1
"Melrose","MA","US",1
"Melrose Park","IL","US",1
"Melville","NY","US",1
"Mequon","WI","US",1
"Mercedes","TX","US",1
"Meriden","CT","US",1
"Merriam","KS","US",1
"Merrick","NY","US",1
"Merrimack","NH","US",1
"Merritt","BC","CA",1
"Merritt Island","FL","US",1
"Mersin","33","TR",1
"Mersin Icel","33","TR",1
"Mesquite","NV","US",1
"Mexico","DIF","MX",1
"Mexico City","MX","MX",1
"Miami Gardens","FL","US",1
"Miami Lakes","FL","US",1
"Miami Shores","FL","US",1
"Miami Springs","FL","US",1
"Miamisburg","OH","US",1
"Michigan City","IN","US",1
"Middlesbrough","ENG","GB",1
"Middleton","WI","US",1
"Middletown","DE","US",1
"Middletown","KY","US",1
"Middletown","MD","US",1
"Middletown","NJ","US",1
"Middletown","NY","US",1
"Middletown","PA","US",1
"Middletown","RI","US",1
"Middlewich","ENG","GB",1
"Midland","MI","US",1
"Midland Park","NJ","US",1
"Midlothian","TX","US",1
"Miki","28","JP",1
"Milford","MI","US",1
"Millbrae","CA","US",1
"Millburn","NJ","US",1
"Miller Place","NY","US",1
"Millington","TN","US",1
"Mills River","NC","US",1
"Milltown","NJ","US",1
"Millville","DE","US",1
"Millville","NJ","US",1
"Milton","GA","US",1
"Milton","MA","US",1
"Milton","WA","US",1
"Milton Keynes","ENG","GB",1
"Minden","NV","US",1
"Minoh","27","JP",1
"Minot","ND","US",1
"Mira Loma","CA","US",1
"Mission","KS","US",1
"Mission","TX","US",1
"Mission Hills","CA","US",1
"Mississippi State","MS","US",1
"MIssouri City","TX","US",1
"Mitaka","13","JP",1
"Mizuho","13","JP",1
"Moab","UT","US",1
"Molalla","OR","US",1
"Moncton","NB","CA",1
"Monona","WI","US",1
"Monroe","CT","US",1
"Monroe","NY","US",1
"Monroeville","PA","US",1
"Mont Tremblant","QC","CA",1
"Montclair","NJ","US",1
"Monterey Park","CA","US",1
"Montgomery","IL","US",1
"Montgomery","TX","US",1
"Montgomeryville","PA","US",1
"Monticello","MN","US",1
"Montrose","CA","US",1
"Montvale","NJ","US",1
"Montville","CT","US",1
"Moon Township","PA","US",1
"Moorestown","NJ","US",1
"Moose Jaw","SK","CA",1
"Moosic","PA","US",1
"Moravia","SJ","CR",1
"Morehead","KY","US",1
"Morehead City","NC","US",1
"Morganton","NC","US",1
"Morganville","NJ","US",1
"Moriguchi","27","JP",1
"Morioka","03","JP",1
"Moriya","08","JP",1
"Morris Plains","NJ","US",1
"Morristown","NJ","US",1
"Morristown","TN","US",1
"Morro Bay","CA","US",1
"Morton Grove","IL","US",1
"Motosu","21","JP",1
"Mount Dora","FL","US",1
"Mount Juliet","TN","US",1
"Mount Kisco","NY","US",1
"Mount Pocono","PA","US",1
"Mount Prospect","IL","US",1
"Mount Vernon","NY","US",1
"Mount Vernon","WA","US",1
"Mountain Brook","AL","US",1
"Mt Kisco","NY","US",1
"Mt Orab","OH","US",1
"Mt Vernon","OH","US",1
"Muang","11","TH",1
"Muang","12","TH",1
"Muang","20","TH",1
"Muang","52","TH",1
"Muang","74","TH",1
"Muang","84","TH",1
"Muang Chiangmai","50","TH",1
"Muang Chiangrai","57","TH",1
"Muang Krabi","81","TH",1
"Muang Nakhonratchasima","30","TH",1
"Muang Phitsanulok","65","TH",1
"Muang Rayong","21","TH",1
"Muang Ubon Ratchathani","34","TH",1
"Muang Udon Thani","41","TH",1
"Muang,","43","TH",1
"MUELHEIM","NW","DE",1
"Mugla","48","TR",1
"Muharraq","15","BH",1
"Muncy","PA","US",1
"Munster","IN","US",1
"MÜNSTER","NW","DE",1
"Murphy","TX","US",1
"Murrietta","CA","US",1
"Musashimurayama","13","JP",1
"Muscatine","IA","US",1
"Mykonos","L","GR",1
"Mystic","CT","US",1
"N Kingstown","RI","US",1
"Naga City","10","PH",1
"Nagoya","12","JP",1
"Naha","47","JP",1
"Nakano","13","JP",1
"Namegawa","11","JP",1
"Namur","WAL","BE",1
"Namyangju-si","41","KR",1
"Nantou City","NAN","TW",1
"Nanuet","NY","US",1
"Napier","N","NZ",1
"Nappanee","IN","US",1
"NAS Lemoore","CA","US",1
"Nassau Bay","TX","US",1
"Natori","04","JP",1
"Naval Station Pensacola","FL","US",1
"Nederland","TX","US",1
"Needham","MA","US",1
"Neenah","WI","US",1
"Nellis AFB","NV","US",1
"Nelson","BC","CA",1
"Nelson","N","NZ",1
"Neptune Beach","FL","US",1
"Nesconset","NY","US",1
"Neumunster","SH","DE",1
"New Albany","IN","US",1
"New Braunfels","TX","US",1
"NEW BRAUNFELS","TX","US",1
"New Brunswick","NJ","US",1
"New Canaan","CT","US",1
"New Carrollton","MD","US",1
"New City","NY","US",1
"New Fairfield","CT","US",1
"New Hope","PA","US",1
"New Hudson","MI","US",1
"New Iberia","LA","US",1
"New Kensington","PA","US",1
"New Milford","CT","US",1
"New Paltz","NY","US",1
"New Stanton","PA","US",1
"New Taipei City","TPE","TW",1
"Newark","ENG","GB",1
"Newark","OH","US",1
"Newberg","OR","US",1
"Newberry","FL","US",1
"Newbridge","L","IE",1
"Newburg","PA","US",1
"Newburgh","IN","US",1
"Newbury Park","CA","US",1
"Newburyport","MA","US",1
"Newcastle on Tyne","ENG","GB",1
"Newcastle upon Tyne","ENG","GB",1
"Newcastle Upon Tyne","ENG","GB",1
"Newmarket","ENG","GB",1
"Newport","RI","US",1
"Newport","VA","US",1
"NEWPORT","WA","US",1
"Newport City","41","PH",1
"Newton","IA","US",1
"Newton Centre","MA","US",1
"Newtonville","MA","US",1
"Newtown","CT","US",1
"Newtown","PA","US",1
"Newtown Square","PA","US",1
"Niagara Falls","NY","US",1
"Niagara on the Lake","ON","CA",1
"Nicholasville","KY","US",1
"Niihama","38","JP",1
"Nijmegen","GE","NL",1
"Niles","MI","US",1
"Niles","OH","US",1
"Nishinomiya","28","JP",1
"Nisshin","23","JP",1
"Nixa","MO","US",1
"Noblesville","IN","US",1
"Nogales","AZ","US",1
"Noord","AW","AW",1
"Norfolk","NE","US",1
"Normal","IL","US",1
"Normandy Park","WA","US",1
"Norristown","PA","US",1
"North Andover","MA","US",1
"North Augusta","SC","US",1
"North Bend","OR","US",1
"North Bergen","NJ","US",1
"North Bethesda","MD","US",1
"North Brunswick","NJ","US",1
"North Charlotte","NC","US",1
"North Cheam","ENG","GB",1
"North Conway","NH","US",1
"North Dartmouth","MA","US",1
"North Huntingdon","PA","US",1
"North LIttle Rock","AR","US",1
"North Merrick","NY","US",1
"North Miami Beach","FL","US",1
"North Myrtle Beach","SC","US",1
"North Platte","NE","US",1
"North Riverside","IL","US",1
"North York","ON","CA",1
"Northampton","ENG","GB",1
"Northborough","MA","US",1
"Northfield","IL","US",1
"Northfield","MN","US",1
"Northfield","OH","US",1
"Northglenn","CO","US",1
"Northport","NY","US",1
"Northvale","NJ","US",1
"NORWICH","ENG","GB",1
"Norwood","MA","US",1
"Notre Dame","IN","US",1
"Nottingham","MD","US",1
"Nr Filey","ENG","GB",1
"Nutley","NJ","US",1
"Nyack","NY","US",1
"Oak Park","IL","US",1
"Oak Park","MI","US",1
"Oak Park Heights","MN","US",1
"Oak Ridge","TN","US",1
"Oakdale","NY","US",1
"Oakhurst","NJ","US",1
"Oakland","MI","US",1
"Oakland","NJ","US",1
"Oakley","CA","US",1
"Oakton","VA","US",1
"Oakwood","GA","US",1
"Oakwood","OH","US",1
"Obu","23","JP",1
"Ocean City","MD","US",1
"Oceanside","NY","US",1
"Ocoee","FL","US",1
"Oconomowoc","WI","US",1
"Odessa","FL","US",1
"OFallon","IL","US",1
"Offenbach am Main","HE","DE",1
"Ogaki","21","JP",1
"Ojai","CA","US",1
"Old Bridge","NJ","US",1
"Old Saybrook","CT","US",1
"Old Tappan","NJ","US",1
"Oldsmar","FL","US",1
"Olivette","MO","US",1
"Olympic Valley","CA","US",1
"Omak","WA","US",1
"Ome","13","JP",1
"Omura City","42","JP",1
"Onalaska","WI","US",1
"Oneonta","NY","US",1
"Orange City","FL","US",1
"Orangeville","ON","CA",1
"Orchard Lake","MI","US",1
"Orchard Park","NY","US",1
"Orcutt","CA","US",1
"Oregon","OH","US",1
"Orem","UT","US",1
"Orleans","MA","US",1
"Orleans","ON","CA",1
"Orting","WA","US",1
"Oslo","03","NO",1
"Osmangazi","16","TR",1
"OSNABRUECK","NI","DE",1
"Ossining","NY","US",1
"Ostrava","MO","CZ",1
"Oswego","IL","US",1
"Ota","10","JP",1
"Otsego","MN","US",1
"Oumihachiman","25","JP",1
"Oviedo","FL","US",1
"Owatonna","MN","US",1
"Oxford","MS","US",1
"Oxford","OH","US",1
"OXNARD","CA","US",1
"Oyama","09","JP",1
"Ozark","MO","US",1
"Pace","FL","US",1
"Pacific Beach","CA","US",1
"Pacific Grove","CA","US",1
"Paducah","KY","US",1
"Page","AZ","US",1
"Pahrump","NV","US",1
"Paju","41","KR",1
"Pakchong","30","TH",1
"Pakkred","10","TH",1
"Palm Bay","FL","US",1
"Palma","GA","ES",1
"Palmetto Bay","FL","US",1
"Palos Heights","IL","US",1
"Panama City","FL","US",1
"Panorama City","CA","US",1
"Paphos","05","CY",1
"Paranaque City","00","PH",1
"PARIS","J","FR",1
"Parker","AZ","US",1
"Parkland","FL","US",1
"Parksville","BC","CA",1
"Parry Sound","ON","CA",1
"Pasco","WA","US",1
"Pataskala","OH","US",1
"Patchogue","NY","US",1
"Patterson","CA","US",1
"Pattersonville","NY","US",1
"Pawleys Island","SC","US",1
"Payson","AZ","US",1
"Peachtree Corners","GA","US",1
"Pearl City","HI","US",1
"Pekin","IL","US",1
"Pembroke","NC","US",1
"Penang","06","MY",1
"Penfield","NY","US",1
"Pennington","NJ","US",1
"Penns Grove","NJ","US",1
"Pennsgrove","NJ","US",1
"Perai","07","MY",1
"Perry Hall","MD","US",1
"Perrysburg","OH","US",1
"Peterborough","ENG","GB",1
"Peterson AFB","CO","US",1
"Petoskey","MI","US",1
"Pewaukee","WI","US",1
"Phasi Charoen","10","TH",1
"Phayathai","10","TH",1
"Phillipsburg","NJ","US",1
"Phoenix","MD","US",1
"Pickering","ON","CA",1
"Pickerington","OH","US",1
"Pineville","NC","US",1
"Piraeus","A1","GR",1
"Piscataway","NJ","US",1
"Pismo Beach","CA","US",1
"Pitt Meadows","BC","CA",1
"Pittsburg","KS","US",1
"Pittsburg","PA","US",1
"Pittsfield","MA","US",1
"Pittsfield","MI","US",1
"Pittsford","NY","US",1
"Piura","PIU","PE",1
"Plainfield","IL","US",1
"Plainfield","IN","US",1
"Plainfield","PA","US",1
"Plainview","NY","US",1
"Plainville","CT","US",1
"Plainville","MA","US",1
"Plant City","FL","US",1
"Plattekill","NY","US",1
"Plattsburg","NY","US",1
"Plattsburgh","NY","US",1
"Pleasantville","NY","US",1
"Plover","WI","US",1
"Plymouth","IN","US",1
"Plymouth Meeting","PA","US",1
"Pohang","47","KR",1
"Point Claire","QC","CA",1
"Point Richmond","CA","US",1
"Pointe Claire","QC","CA",1
"Poland","OH","US",1
"Pollock Pines","CA","US",1
"Polson","MT","US",1
"Pomprabsutrupai","10","TH",1
"Pompton Lakes","NJ","US",1
"Ponca City","OK","US",1
"Ponte Vedra","FL","US",1
"Ponte Vedra Beach","FL","US",1
"Pontyclun","WLS","GB",1
"Port Alberni","BC","CA",1
"Port Arthur","TX","US",1
"Port Chester","NY","US",1
"Port Credit","ON","CA",1
"Port Hadlock","WA","US",1
"Port Hueneme","CA","US",1
"Port Jefferson","NY","US",1
"Port Richey","FL","US",1
"Port Townsend","WA","US",1
